156	مصحف عبدالمحسن القاسم برواية حفص عن عاصم	surah	114	server8.mp3quran.net/qasm
22	مصحف علي جابر برواية حفص عن عاصم	ayah	114	verse.mp3quran.net/arabic/ali_jaber/64
164	مصحف علي جابر برواية حفص عن عاصم	surah	114	server11.mp3quran.net/a_jbr
23	مصحف علي حجاج السويسي برواية حفص عن عاصم	ayah	114	verse.mp3quran.net/arabic/ali_hajjaj/128
165	مصحف علي حجاج السويسي برواية حفص عن عاصم	surah	114	server9.mp3quran.net/hajjaj
24	مصحف فارس عباد برواية حفص عن عاصم	ayah	114	verse.mp3quran.net/arabic/fares_abbad/64
169	مصحف فارس عباد برواية حفص عن عاصم	surah	114	server8.mp3quran.net/frs_a
25	مصحف ناصر القطامي برواية حفص عن عاصم	ayah	114	verse.mp3quran.net/arabic/nasser_alqatami/128
227	مصحف ناصر القطامي برواية حفص عن عاصم	surah	114	server6.mp3quran.net/qtm
26	مصحف هاني الرفاعي برواية حفص عن عاصم	ayah	114	verse.mp3quran.net/arabic/hani_alrifai/128
231	مصحف هاني الرفاعي برواية حفص عن عاصم	surah	114	server8.mp3quran.net/hani
27	مصحف ياسر الدوسري برواية حفص عن عاصم	ayah	114	verse.mp3quran.net/arabic/yasser_aldossary/128
239	مصحف ياسر الدوسري برواية حفص عن عاصم	surah	114	server11.mp3quran.net/yasser
28	مصحف ماهر المعيقلي برواية حفص عن عاصم	ayah	114	verse.mp3quran.net/arabic/maher_almuaiqly/128
177	المصحف المعلم للقارئ ماهر المعيقلي	surah	38	server12.mp3quran.net/maher/Almusshaf-Al-Mo-lim
178	مصحف ماهر المعيقلي برواية حفص عن عاصم	surah	114	server12.mp3quran.net/maher
291	مجود للقارئ ماهر المعيقلي	surah	114	server12.mp3quran.net/maher/Almusshaf-Al-Mojawwad
29	مصحف محمد الطبلاوي برواية حفص عن عاصم	ayah	114	verse.mp3quran.net/arabic/mohammad_altablaway/128
185	مصحف محمد الطبلاوي برواية حفص عن عاصم	surah	114	server12.mp3quran.net/tblawi
292	مجود للقارئ محمد الطبلاوي	surah	114	server12.mp3quran.net/tblawi/Al-Mojawwad
32	مصحف محمد صديق المنشاوي برواية حفص عن عاصم	ayah	114	verse.mp3quran.net/arabic/mohammad_alminshawi/128
33	مصحف محمد صديق المنشاوي برواية حفص عن عاصم	ayah	114	verse.mp3quran.net/arabic/mohammad_alminshawi_mujawwd/128
196	المصحف المجود للقارئ محمد صديق المنشاوي	surah	114	server10.mp3quran.net/minsh/Almusshaf-Al-Mojawwad
197	مصحف محمد صديق المنشاوي برواية حفص عن عاصم	surah	114	server10.mp3quran.net/minsh
198	المصحف المعلم للقارئ محمد صديق المنشاوي	surah	114	server10.mp3quran.net/minsh/Almusshaf-Al-Mo-lim
34	مصحف محمد عبدالكريم برواية حفص عن عاصم	ayah	114	verse.mp3quran.net/arabic/mohammad_abdulkarim/64
202	مصحف محمد عبدالكريم برواية حفص عن عاصم	surah	114	server12.mp3quran.net/m_krm
37	مصحف محمود علي البنا برواية حفص عن عاصم	ayah	114	verse.mp3quran.net/arabic/mahmoud_ali_albanna/32
209	المصحف المجود للقارئ محمود علي البنا	surah	114	server8.mp3quran.net/bna/Almusshaf-Al-Mojawwad
210	مصحف محمود علي البنا برواية حفص عن عاصم	surah	114	server8.mp3quran.net/bna
38	مصحف مشاري العفاسي برواية حفص عن عاصم	ayah	114	verse.mp3quran.net/arabic/mishary_alafasy/128
212	مصحف مشاري العفاسي برواية حفص عن عاصم	surah	114	server8.mp3quran.net/afs
255	مصحف مشاري راشد العفاسي برواية حفص عن عاصم	ayah	114	files.quranpedia.net/recitations/255
39	مصحف ياسر سلامة برواية حفص عن عاصم	ayah	114	verse.mp3quran.net/arabic/yaser_salamah/128
243	مصحف ياسر سلامة برواية حفص عن عاصم	surah	114	server12.mp3quran.net/salamah/Rewayat-Hafs-A-n-Assem
61	مصحف ابراهيم الدوسري برواية حفص عن عاصم	surah	114	server10.mp3quran.net/ibrahim_dosri_hafs
301	مصحف إبراهيم الدوسري برواية حفص عن عاصم	surah	114	server10.mp3quran.net/ibrahim_dosri/Rewayat-Hafs-A-n-Assem
43	مصحف أحمد الحذيفي برواية حفص عن عاصم	surah	110	server8.mp3quran.net/ahmad_huth
44	مصحف أحمد الحواشي برواية حفص عن عاصم	surah	114	server11.mp3quran.net/hawashi
45	مصحف أحمد السويلم برواية حفص عن عاصم	surah	114	server14.mp3quran.net/swlim/Rewayat-Hafs-A-n-Assem
46	مصحف أحمد الطرابلسي برواية حفص عن عاصم	surah	114	server10.mp3quran.net/trabulsi
47	مصحف أحمد النفيس برواية حفص عن عاصم	surah	114	server16.mp3quran.net/nufais/Rewayat-Hafs-A-n-Assem
50	مصحف أحمد سعود برواية حفص عن عاصم	surah	30	server11.mp3quran.net/saud
51	مصحف أحمد صابر برواية حفص عن عاصم	surah	114	server8.mp3quran.net/saber
52	مصحف أحمد عامر برواية حفص عن عاصم	surah	114	server10.mp3quran.net/Aamer
54	مصحف أخيل عبدالحي روا (من ماليزيا) برواية حفص عن عاصم	surah	4	server12.mp3quran.net/malaysia/akil
57	مصحف إدريس أبكر برواية حفص عن عاصم	surah	114	server6.mp3quran.net/abkr
58	مصحف إسلام صبحي برواية حفص عن عاصم	surah	106	server14.mp3quran.net/islam/Rewayat-Hafs-A-n-Assem
59	مصحف ابراهيم الجبرين برواية حفص عن عاصم	surah	107	server6.mp3quran.net/jbreen
63	مصحف ابراهيم السعدان برواية حفص عن عاصم	surah	50	server10.mp3quran.net/IbrahemSadan
64	مصحف ابراهيم العسيري برواية حفص عن عاصم	surah	114	server6.mp3quran.net/3siri
65	مصحف استاذ زامري (من ماليزيا) برواية حفص عن عاصم	surah	7	server12.mp3quran.net/malaysia/zamri
66	المصحف المعلم للقارئ الحسيني العزازي	surah	57	server8.mp3quran.net/3zazi
68	مصحف الزين محمد أحمد برواية حفص عن عاصم	surah	114	server9.mp3quran.net/alzain
69	مصحف العشري عمران برواية حفص عن عاصم	surah	113	server9.mp3quran.net/omran
73	مصحف بدر التركي برواية حفص عن عاصم	surah	114	server10.mp3quran.net/bader/Rewayat-Hafs-A-n-Assem
74	مصحف بندر بليله برواية حفص عن عاصم	surah	114	server6.mp3quran.net/balilah
75	مصحف توفيق الصايغ برواية حفص عن عاصم	surah	114	server6.mp3quran.net/twfeeq
77	مصحف جمال شاكر عبدالله برواية حفص عن عاصم	surah	114	server6.mp3quran.net/jamal
78	مصحف جمعان العصيمي برواية حفص عن عاصم	surah	114	server6.mp3quran.net/jaman
79	مصحف حاتم فريد الواعر برواية حفص عن عاصم	surah	114	server11.mp3quran.net/hatem
80	مصحف حسين آل الشيخ برواية حفص عن عاصم	surah	59	server11.mp3quran.net/alshaik
81	مصحف حمد الدغريري برواية حفص عن عاصم	surah	87	server6.mp3quran.net/hamad
82	مصحف خالد الجليل برواية حفص عن عاصم	surah	114	server10.mp3quran.net/jleel
83	مصحف خالد الشارخ برواية حفص عن عاصم	surah	64	server14.mp3quran.net/sharekh
84	مصحف خالد الشريمي برواية حفص عن عاصم	surah	73	server12.mp3quran.net/shoraimy
85	مصحف خالد الغامدي برواية حفص عن عاصم	surah	102	server6.mp3quran.net/ghamdi
87	مصحف خالد المهنا برواية حفص عن عاصم	surah	114	server11.mp3quran.net/mohna
88	مصحف خالد الوهيبي برواية حفص عن عاصم	surah	25	server11.mp3quran.net/whabi
89	مصحف خالد عبدالكافي برواية حفص عن عاصم	surah	114	server11.mp3quran.net/kafi
91	مصحف داود حمزة برواية حفص عن عاصم	surah	114	server9.mp3quran.net/hamza
92	مصحف رامي الدعيس برواية حفص عن عاصم	surah	114	server6.mp3quran.net/rami
94	مصحف رشيد بلعالية برواية حفص عن عاصم	surah	5	server6.mp3quran.net/bl3
95	مصحف رضية عبدالرحمن ( من ماليزيا ) برواية حفص عن عاصم	surah	4	server12.mp3quran.net/malaysia/rziah
96	مصحف رعد محمد الكردي برواية حفص عن عاصم	surah	114	server6.mp3quran.net/kurdi
97	مصحف رقية سولونق ( من ماليزيا ) برواية حفص عن عاصم	surah	1	server12.mp3quran.net/malaysia/rogiah
98	مصحف رمضان شكور برواية حفص عن عاصم	surah	65	server6.mp3quran.net/shakoor
99	مصحف زكريا حمامة برواية حفص عن عاصم	surah	7	server9.mp3quran.net/zakariya
100	مصحف زكي داغستاني برواية حفص عن عاصم	surah	114	server9.mp3quran.net/zaki
101	مصحف سابينة مامات ( من ماليزيا ) برواية حفص عن عاصم	surah	4	server12.mp3quran.net/malaysia/mamat
103	مصحف سامي الدوسري برواية حفص عن عاصم	surah	53	server8.mp3quran.net/sami_dosr
105	مصحف سعد المقرن برواية حفص عن عاصم	surah	114	server16.mp3quran.net/saad/Rewayat-Hafs-A-n-Assem
107	مصحف سلمان العتيبي برواية حفص عن عاصم	surah	76	server11.mp3quran.net/salman
109	مصحف سيد رمضان برواية حفص عن عاصم	surah	114	server12.mp3quran.net/sayed
110	مصحف سيدين عبدالرحمن ( من ماليزيا ) برواية حفص عن عاصم	surah	4	server12.mp3quran.net/malaysia/sideen
111	مصحف شعبان الصياد برواية حفص عن عاصم	surah	65	server11.mp3quran.net/shaban
113	مصحف شيرزاد عبدالرحمن طاهر برواية حفص عن عاصم	surah	114	server12.mp3quran.net/taher
114	مصحف صابر عبدالحكم برواية حفص عن عاصم	surah	114	server12.mp3quran.net/hkm
115	مصحف صالح آل طالب برواية حفص عن عاصم	surah	33	server9.mp3quran.net/tlb
116	مصحف صالح الصاهود برواية حفص عن عاصم	surah	114	server8.mp3quran.net/sahood
117	مصحف صالح الهبدان برواية حفص عن عاصم	surah	114	server6.mp3quran.net/habdan
120	مصحف صلاح الهاشم برواية حفص عن عاصم	surah	114	server12.mp3quran.net/salah_hashim_m
122	مصحف صلاح مصلي برواية حفص عن عاصم	surah	49	server14.mp3quran.net/musali
124	مصحف عادل الكلباني برواية حفص عن عاصم	surah	114	server8.mp3quran.net/a_klb
125	مصحف عادل ريان برواية حفص عن عاصم	surah	114	server8.mp3quran.net/ryan
126	مصحف عبدالبارئ الثبيتي برواية حفص عن عاصم	surah	114	server6.mp3quran.net/thubti
127	مصحف عبدالبارئ محمد برواية حفص عن عاصم	surah	114	server12.mp3quran.net/bari
128	المصحف المعلم للقارئ عبدالبارئ محمد	surah	91	server12.mp3quran.net/bari/Almusshaf-Al-Mo-lim
133	مصحف عبدالرحمن العوسي برواية حفص عن عاصم	surah	114	server6.mp3quran.net/aloosi
134	مصحف عبدالرحمن الماجد برواية حفص عن عاصم	surah	114	server10.mp3quran.net/a_majed
135	مصحف عبدالرشيد صوفي برواية حفص عن عاصم	surah	114	server16.mp3quran.net/soufi/Rewayat-Hafs-A-n-Assem
138	مصحف عبدالعزيز الأحمد برواية حفص عن عاصم	surah	114	server11.mp3quran.net/a_ahmed
139	مصحف عبدالعزيز الزهراني برواية حفص عن عاصم	surah	114	server9.mp3quran.net/zahrani
140	مصحف عبدالغني عبدالله ( من ماليزيا ) برواية حفص عن عاصم	surah	13	server12.mp3quran.net/malaysia/abdulgani
141	مصحف عبدالله البريمي برواية حفص عن عاصم	surah	69	server8.mp3quran.net/brmi
142	مصحف عبدالله البعيجان برواية حفص عن عاصم	surah	114	server8.mp3quran.net/buajan
143	مصحف عبدالله الخلف برواية حفص عن عاصم	surah	114	server14.mp3quran.net/khalf
144	مصحف عبدالله الكندري برواية حفص عن عاصم	surah	114	server10.mp3quran.net/Abdullahk
146	مصحف عبدالله الموسى برواية حفص عن عاصم	surah	114	server14.mp3quran.net/mousa/Rewayat-Hafs-A-n-Assem
148	مصحف عبدالله خياط برواية حفص عن عاصم	surah	114	server12.mp3quran.net/kyat
150	مصحف عبدالله غيلان برواية حفص عن عاصم	surah	114	server8.mp3quran.net/gulan
151	مصحف عبدالله فهمي ( من ماليزيا ) برواية حفص عن عاصم	surah	4	server12.mp3quran.net/malaysia/fhmi
152	مصحف عبدالمجيد الأركاني برواية حفص عن عاصم	surah	49	server7.mp3quran.net/m_arkani
153	مصحف عبدالمحسن الحارثي برواية حفص عن عاصم	surah	114	server6.mp3quran.net/mohsin_harthi
154	مصحف عبدالمحسن العبيكان برواية حفص عن عاصم	surah	114	server12.mp3quran.net/obk
157	مصحف عبدالهادي أحمد كناكري برواية حفص عن عاصم	surah	114	server6.mp3quran.net/kanakeri
159	مصحف عبدالولي الأركاني برواية حفص عن عاصم	surah	114	server6.mp3quran.net/arkani
160	مصحف عثمان الأنصاري برواية حفص عن عاصم	surah	76	server11.mp3quran.net/Othmn
161	مصحف علي أبو هاشم برواية حفص عن عاصم	surah	14	server9.mp3quran.net/abo_hashim
167	مصحف عمر الدريويز برواية حفص عن عاصم	surah	97	server16.mp3quran.net/darweez/Rewayat-Hafs-A-n-Assem
170	مصحف فهد العتيبي برواية حفص عن عاصم	surah	8	server8.mp3quran.net/fahad_otibi
171	مصحف فهد الكندري برواية حفص عن عاصم	surah	77	server11.mp3quran.net/kndri
172	مصحف فواز الكعبي برواية حفص عن عاصم	surah	49	server8.mp3quran.net/fawaz
173	مصحف لافي العوني برواية حفص عن عاصم	surah	84	server6.mp3quran.net/lafi
174	مصحف ماجد الزامل برواية حفص عن عاصم	surah	114	server9.mp3quran.net/zaml
175	مصحف ماجد العنزي برواية حفص عن عاصم	surah	113	server8.mp3quran.net/majd_onazi
176	مصحف مالك شيبة الحمد برواية حفص عن عاصم	surah	37	server9.mp3quran.net/shaibat
179	مصحف ماهر شخاشيرو برواية حفص عن عاصم	surah	114	server10.mp3quran.net/shaksh
182	مصحف محمد البخيت برواية حفص عن عاصم	surah	114	server14.mp3quran.net/bukheet
183	مصحف محمد البراك برواية حفص عن عاصم	surah	63	server13.mp3quran.net/braak
184	مصحف محمد الحافظ ( من ماليزيا ) برواية حفص عن عاصم	surah	3	server12.mp3quran.net/malaysia/hafz
186	مصحف محمد اللحيدان برواية حفص عن عاصم	surah	114	server8.mp3quran.net/lhdan
187	مصحف محمد المحيسني برواية حفص عن عاصم	surah	114	server11.mp3quran.net/mhsny
188	مصحف محمد المنشد برواية حفص عن عاصم	surah	110	server10.mp3quran.net/monshed
190	مصحف محمد حفص علي ( من ماليزيا ) برواية حفص عن عاصم	surah	5	server12.mp3quran.net/malaysia/hfs
191	مصحف محمد خليل القارئ برواية حفص عن عاصم	surah	114	server8.mp3quran.net/m_qari
192	مصحف محمد خير النور ( من ماليزيا ) برواية حفص عن عاصم	surah	4	server12.mp3quran.net/malaysia/nor
193	مصحف محمد رشاد الشريف برواية حفص عن عاصم	surah	114	server10.mp3quran.net/rashad
194	مصحف محمد رفعت برواية حفص عن عاصم	surah	31	server14.mp3quran.net/refat
195	مصحف محمد صالح عالم شاه برواية حفص عن عاصم	surah	114	server12.mp3quran.net/shah
203	مصحف محمد عثمان خان ( من الهند ) برواية حفص عن عاصم	surah	114	server6.mp3quran.net/khan
204	مصحف محمود الرفاعي برواية حفص عن عاصم	surah	114	server11.mp3quran.net/mrifai
213	مصحف مصطفى إسماعيل برواية حفص عن عاصم	surah	114	server8.mp3quran.net/mustafa
295	مجود للقارئ مصطفى إسماعيل	surah	114	server8.mp3quran.net/mustafa/Almusshaf-Al-Mojawwad
214	مصحف مصطفى اللاهوني برواية حفص عن عاصم	surah	114	server6.mp3quran.net/lahoni
215	مصحف مصطفى رعد العزاوي برواية حفص عن عاصم	surah	114	server8.mp3quran.net/ra3ad
216	مصحف معمر الأندونيسي برواية حفص عن عاصم	surah	8	server6.mp3quran.net/muamr
217	مصحف معيض الحارثي برواية حفص عن عاصم	surah	114	server8.mp3quran.net/harthi
221	مصحف مفتاح السلطني برواية حفص عن عاصم	surah	114	server14.mp3quran.net/muftah_sultany/Rewayat-Hafs-A-n-Assem
223	مصحف منصور السالمي برواية حفص عن عاصم	surah	114	server14.mp3quran.net/mansor
224	مصحف موسى بلال برواية حفص عن عاصم	surah	114	server11.mp3quran.net/bilal
225	مصحف ناصر العبيد برواية حفص عن عاصم	surah	67	server11.mp3quran.net/obaid
226	مصحف ناصر العصفور برواية حفص عن عاصم	surah	114	server14.mp3quran.net/alosfor
228	مصحف ناصر الماجد برواية حفص عن عاصم	surah	114	server14.mp3quran.net/nasser_almajed
229	مصحف نبيل الرفاعي برواية حفص عن عاصم	surah	114	server9.mp3quran.net/nabil
230	مصحف نعمة الحسان برواية حفص عن عاصم	surah	114	server8.mp3quran.net/namh
232	مصحف هزاع البلوشي برواية حفص عن عاصم	surah	83	server11.mp3quran.net/hazza
233	مصحف هيثم الجدعاني برواية حفص عن عاصم	surah	101	server16.mp3quran.net/hitham/Rewayat-Hafs-A-n-Assem
234	مصحف واصل المذن برواية حفص عن عاصم	surah	9	server11.mp3quran.net/wasel/Rewayat-Hafs-A-n-Assem
235	مصحف وديع اليمني برواية حفص عن عاصم	surah	114	server6.mp3quran.net/wdee3
236	مصحف وشيار حيدر اربيلي برواية حفص عن عاصم	surah	2	server11.mp3quran.net/wishear
237	مصحف وليد الدليمي برواية حفص عن عاصم	surah	58	server8.mp3quran.net/dlami
240	مصحف ياسر الفيلكاوي برواية حفص عن عاصم	surah	88	server6.mp3quran.net/fyl
241	مصحف ياسر القرشي برواية حفص عن عاصم	surah	114	server9.mp3quran.net/qurashi
244	مصحف يحيى حوا برواية حفص عن عاصم	surah	114	server12.mp3quran.net/yahya
245	مصحف يوسف الدغوش ( من المغرب ) برواية حفص عن عاصم	surah	26	server7.mp3quran.net/dgsh
246	مصحف يوسف الشويعي برواية حفص عن عاصم	surah	114	server9.mp3quran.net/yousef
247	مصحف يوسف بن نوح أحمد برواية حفص عن عاصم	surah	114	server8.mp3quran.net/noah
356	مصحف صالح الشمراني برواية حفص عن عاصم	surah	114	server16.mp3quran.net/shamrani/Rewayat-Hafs-A-n-Assem
60	مصحف ابراهيم الجرمي برواية حفص عن عاصم	surah	114	server11.mp3quran.net/jormy
248	مصحف محمد صديق المنشاوي برواية حفص عن عاصم	ayah	114	files.quranpedia.net/recitations/248
256	مصحف مفتاح محمد السلطني برواية حفص بالسكت من طريق طيبة النشر	ayah	114	files.quranpedia.net/recitations/256
35	مصحف محمود خليل الحصري برواية حفص عن عاصم	ayah	114	verse.mp3quran.net/arabic/mahmood_alhusary/128
36	مصحف محمود خليل الحصري برواية حفص عن عاصم	ayah	114	verse.mp3quran.net/arabic/mahmood_alhusary_mujawwd/128
41	مصحف محمود خليل الحصري برواية حفص عن عاصم	ayah	114	verse.mp3quran.net/arabic/mahmood_alhusary_muallim/128
207	المصحف المجود للقارئ محمود خليل الحصري	surah	114	server13.mp3quran.net/husr/Almusshaf-Al-Mojawwad
208	مصحف محمود خليل الحصري برواية حفص عن عاصم	surah	114	server13.mp3quran.net/husr
158	مصحف عبدالودود حنيف برواية حفص عن عاصم	surah	114	server8.mp3quran.net/wdod
30	مصحف محمد أيوب برواية حفص عن عاصم	ayah	114	verse.mp3quran.net/arabic/mohammad_ayyoub/128
180	مصحف محمد أيوب برواية حفص عن عاصم	surah	114	server8.mp3quran.net/ayyub
249	مصحف محمد أيوب برواية حفص عن عاصم	ayah	114	files.quranpedia.net/recitations/249
21	مصحف علي بن عبدالرحمن الحذيفي برواية حفص عن عاصم	ayah	114	verse.mp3quran.net/arabic/ali_alhuthaify/128
163	مصحف علي بن عبدالرحمن الحذيفي برواية حفص عن عاصم	surah	114	server9.mp3quran.net/hthfi
254	مصحف علي عبد الرحمن الحذيفي برواية حفص عن عاصم	ayah	114	files.quranpedia.net/recitations/254
76	مصحف جمال الدين الزيلعي برواية حفص عن عاصم	surah	8	server11.mp3quran.net/zilaie
166	مصحف عماد زهير حافظ برواية حفص عن عاصم	surah	114	server6.mp3quran.net/hafz
102	مصحف سامي الحسن برواية حفص عن عاصم	surah	28	server8.mp3quran.net/sami_hsn
155	مصحف عبدالمحسن العسكر برواية حفص عن عاصم	surah	4	server6.mp3quran.net/askr
346	مصحف سيد أحمد هاشمي برواية حفص عن عاصم	surah	114	server16.mp3quran.net/s_hashemi/Rewayat-Hafs-A-n-Assem
104	مصحف سعد الغامدي برواية حفص عن عاصم	surah	114	server7.mp3quran.net/s_gmd
31	مصحف محمد جبريل برواية حفص عن عاصم	ayah	114	verse.mp3quran.net/arabic/mohammad_jibreel/128
189	مصحف محمد جبريل برواية حفص عن عاصم	surah	114	server8.mp3quran.net/jbrl
297	مصحف عبدالرحمن السويّد برواية حفص عن عاصم	surah	107	server16.mp3quran.net/a_swaiyd/Rewayat-Hafs-A-n-Assem
298	مصحف عبدالإله بن عون برواية حفص عن عاصم	surah	114	server16.mp3quran.net/a_binaoun/Rewayat-Hafs-A-n-Assem
299	مصحف أحمد طالب بن حميد برواية حفص عن عاصم	surah	107	server16.mp3quran.net/a_binhameed/Rewayat-Hafs-A-n-Assem
302	مصحف عبدالله القرافي برواية حفص عن عاصم	surah	114	server16.mp3quran.net/a_alqrafi/Rewayat-Hafs-A-n-Assem
303	مصحف عبدالبديع غيلان برواية حفص عن عاصم	surah	114	server16.mp3quran.net/A-Ghailan/Rewayat-Hafs-A-n-Assem
304	مصحف محمد برهجي برواية حفص عن عاصم	surah	114	server16.mp3quran.net/M_Burhaji/Rewayat-Hafs-A-n-Assem
305	مصحف يوسف العيدروس برواية حفص عن عاصم	surah	111	server16.mp3quran.net/Y_ALaidroos/Rewayat-Hafs-A-n-Assem
306	مصحف حسن الدغريري برواية حفص عن عاصم	surah	114	server16.mp3quran.net/H-Aldaghriri/Rewayat-Hafs-A-n-Assem
307	مصحف محمد الفقيه برواية حفص عن عاصم	surah	114	server16.mp3quran.net/M_Alfaqih/Rewayat-Hafs-A-n-Assem
308	مصحف جنيد آدم عبدالله برواية حفص عن عاصم	surah	114	server16.mp3quran.net/J-Abdullah/Rewayat-Hafs-A-n-Assem
309	مصحف خالد الزيادي برواية حفص عن عاصم	surah	114	server16.mp3quran.net/K-Alzadi/Rewayat-Hafs-A-n-Assem
310	مصحف الوليد الشمسان برواية حفص عن عاصم	surah	71	server14.mp3quran.net/shamsan/Rewayat-Hafs-A-n-Assem
311	مصحف إبراهيم الشهري برواية حفص عن عاصم	surah	113	server16.mp3quran.net/Ibrahim-Al-Shahri/Rewayat-Hafs-A-n-Assem
312	مصحف عبدالرحمن بن عبدالرزاق البدر برواية حفص عن عاصم	surah	114	server16.mp3quran.net/A-AlBadr/Rewayat-Hafs-A-n-Assem
314	معلم للقارئ عبدالله الموسى	surah	38	server14.mp3quran.net/mousa/Almusshaf-Al-Mo-lim
315	مصحف أحمد خليل شاهين برواية حفص عن عاصم	surah	114	server16.mp3quran.net/shaheen/Rewayat-Hafs-A-n-Assem
316	مصحف عبدالعزيز العسيري برواية حفص عن عاصم	surah	72	server16.mp3quran.net/abdulazizasiri/Rewayat-Hafs-A-n-Assem
330	مصحف أحمد ديبان برواية حفص عن عاصم	surah	114	server16.mp3quran.net/deban/Rewayat-Hafs-A-n-Assem
331	مصحف عبدالله كامل برواية حفص عن عاصم	surah	114	server16.mp3quran.net/kamel/Rewayat-Hafs-A-n-Assem
332	مصحف بيشه وا قادر الكردي برواية حفص عن عاصم	surah	114	server16.mp3quran.net/peshawa/Rewayat-Hafs-A-n-Assem
334	مصحف نذير المالكي برواية حفص عن عاصم	surah	114	server16.mp3quran.net//nathier/Rewayat-Hafs-A-n-Assem
337	مصحف هيثم الدخين برواية حفص عن عاصم	surah	114	server16.mp3quran.net/h_dukhain/Rewayat-Hafs-A-n-Assem
340	مصحف محمود عبدالحكم برواية حفص عن عاصم	surah	114	server16.mp3quran.net/m_abdelhakam/Rewayat-Hafs-A-n-Assem
